1435622811.657338	1	1	1	0	0	1	1	1	1	
1435622811.707389	1	1	1	1	0	1	1	1	1	
1435622811.715335	1	1	0	1	0	1	1	1	1	
1435622811.728147	1	1	1	1	0	1	1	1	1	
1435622811.937482	1	0	1	1	0	1	1	1	1	
1435622811.949097	1	1	1	1	0	1	1	1	1	
1435622811.963343	0	1	1	1	0	1	1	1	1	
1435622812.657423	0	1	1	1	0	1	1	1	0	
1435623058.517348	1	1	1	0	0	1	1	1	1	
1435623059.517422	1	1	1	0	0	1	1	1	0	
1435623081.105236	1	1	1	0	0	1	1	1	1	
1435623081.154198	1	1	1	1	0	1	1	1	1	
1435623081.162065	1	1	0	1	0	1	1	1	1	
1435623081.174656	1	1	1	1	0	1	1	1	1	
1435623081.368559	1	0	1	1	0	1	1	1	1	
1435623081.378988	1	1	1	1	0	1	1	1	1	
1435623081.392357	0	1	1	1	0	1	1	1	1	
1435623082.105308	0	1	1	1	0	1	1	1	0	
1435623140.244265	1	1	1	0	0	1	1	1	1	
1435623140.293320	1	1	1	1	0	1	1	1	1	
1435623140.300729	1	1	0	1	0	1	1	1	1	
1435623140.313502	1	1	1	1	0	1	1	1	1	
1435623140.510787	1	0	1	1	0	1	1	1	1	
1435623140.521919	1	1	1	1	0	1	1	1	1	
1435623140.534806	0	1	1	1	0	1	1	1	1	
1435623141.244341	0	1	1	1	0	1	1	1	0	
1435623218.898454	0	1	1	1	1	1	1	0	1	
1435623218.960833	0	1	1	1	1	1	1	1	1	
1435623218.967206	0	1	1	1	1	1	0	1	1	
1435623218.981064	0	1	1	1	1	1	1	1	1	
1435623219.169358	0	1	1	1	1	0	1	1	1	
1435623219.179767	0	1	1	1	1	1	1	1	1	
1435623219.191690	0	1	1	1	0	1	1	1	1	
1435623219.798582	0	1	1	1	0	1	1	1	0	
1435623281.740128	1	1	1	0	0	1	1	1	1	
1435623281.789724	1	1	1	1	0	1	1	1	1	
1435623281.796693	1	1	0	1	0	1	1	1	1	
1435623281.809207	1	1	1	1	0	1	1	1	1	
1435623282.5893	1	0	1	1	0	1	1	1	1	
1435623282.16581	1	1	1	1	0	1	1	1	1	
1435623282.29971	0	1	1	1	0	1	1	1	1	
1435623282.540205	0	1	1	1	0	1	1	1	0	
1435623327.122678	0	1	1	1	1	1	1	0	1	
1435623327.183636	0	1	1	1	1	1	1	1	1	
1435623327.190104	0	1	1	1	1	1	0	1	1	
1435623327.204525	0	1	1	1	1	1	1	1	1	
1435623327.389401	0	1	1	1	1	0	1	1	1	
1435623327.399273	0	1	1	1	1	1	1	1	1	
1435623327.410554	0	1	1	1	0	1	1	1	1	
1435623327.822777	0	1	1	1	0	1	1	1	0	
1435623349.191268	1	1	1	0	0	1	1	1	1	
1435623349.241015	1	1	1	1	0	1	1	1	1	
1435623349.248357	1	1	0	1	0	1	1	1	1	
1435623349.260772	1	1	1	1	0	1	1	1	1	
1435623349.460772	1	0	1	1	0	1	1	1	1	
1435623349.472065	1	1	1	1	0	1	1	1	1	
1435623349.485933	0	1	1	1	0	1	1	1	1	
1435623349.791294	0	1	1	1	0	1	1	1	0	
1435623390.750301	0	1	1	1	1	1	1	0	1	
1435623390.811692	0	1	1	1	1	1	1	1	1	
1435623390.818143	0	1	1	1	1	1	0	1	1	
1435623390.832397	0	1	1	1	1	1	1	1	1	
1435623391.20492	0	1	1	1	1	0	1	1	1	
1435623391.30820	0	1	1	1	1	1	1	1	1	
1435623391.42581	0	1	1	1	0	1	1	1	1	
1435623391.250384	0	1	1	1	0	1	1	1	0	
1435623419.890303	1	1	1	0	0	1	1	1	1	
1435623419.939349	1	1	1	1	0	1	1	1	1	
1435623419.946728	1	1	0	1	0	1	1	1	1	
1435623419.959294	1	1	1	1	0	1	1	1	1	
1435623420.153185	1	0	1	1	0	1	1	1	1	
1435623420.163777	1	1	1	1	0	1	1	1	1	
1435623420.176664	0	1	1	1	0	1	1	1	1	
1435623420.290342	0	1	1	1	0	1	1	1	0	
1435623455.827536	0	1	1	1	1	1	1	0	1	
